saat,gun_tipi,sicaklik,yagis,gorus_mesafesi,trafik_yogunlugu,hiz_limiti,ortalama_hiz,kavsak_yogunlugu,yol_tipi,zemin_durumu,isiklandirma,is_cikisi_saati,risk_score,kaza,suggestions
9,hafta_ici,17.3,yok,538,9,90,25.8,1,sehir_ici,kuru,yeterli,0,0.6357,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
11,hafta_ici,14.7,yok,751,6,120,63.0,10,sehir_ici,kuru,yetersiz,0,0.741,0,farlari_ac;kavsakta_dikkat
23,hafta_ici,26.7,yok,1494,9,90,28.0,8,sehir_ici,kuru,yeterli,0,0.0876,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
14,hafta_ici,23.5,yok,932,4,70,53.5,1,kirsal,islak,yetersiz,0,0.5322,1,farlari_ac;takip_mesafesini_artir
21,hafta_sonu,13.0,hafif,779,1,110,94.6,2,otoyol,karlı,yeterli,0,0.6501,1,farlari_ac;takip_mesafesini_artir
23,hafta_ici,28.8,yok,863,2,90,73.1,3,otoyol,islak,yeterli,0,0.3594,0,farlari_ac;takip_mesafesini_artir
8,hafta_ici,33.7,yok,971,1,120,89.6,6,sehir_ici,kuru,yeterli,0,0.1976,0,normal_surec
19,hafta_ici,-5.4,yok,1535,8,70,26.1,4,sehir_ici,kuru,yeterli,1,0.0813,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_sonu,24.3,yok,1131,9,90,26.5,4,sehir_ici,islak,yetersiz,0,0.5211,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
16,hafta_sonu,8.1,yok,896,10,110,28.0,9,sehir_ici,kuru,yeterli,0,0.4882,0,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
19,hafta_ici,23.0,hafif,476,6,70,47.1,6,kirsal,kuru,yeterli,1,0.8848,1,farlari_ac
11,hafta_ici,27.4,siddetli,205,2,70,52.0,2,sehir_ici,islak,yeterli,0,0.9533,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir
6,hafta_ici,6.2,hafif,823,6,110,48.5,7,sehir_ici,kuru,yeterli,0,0.5959,1,normal_surec
1,hafta_sonu,-3.5,yok,1229,9,70,36.5,3,otoyol,kuru,yeterli,0,0.152,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
2,hafta_sonu,23.4,yok,655,3,90,53.8,9,sehir_ici,kuru,yeterli,0,0.531,0,farlari_ac;kavsakta_dikkat
16,hafta_ici,16.4,hafif,615,9,110,38.4,6,sehir_ici,kuru,yeterli,0,0.796,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
4,hafta_sonu,-1.7,yok,979,2,70,36.9,8,sehir_ici,kuru,yeterli,0,0.228,1,farlari_ac;kavsakta_dikkat
16,hafta_sonu,40.3,yok,1094,5,120,75.6,1,otoyol,islak,yeterli,0,0.2219,0,takip_mesafesini_artir
23,hafta_ici,21.2,hafif,491,2,110,76.0,2,sehir_ici,kuru,yeterli,0,0.6967,1,farlari_ac
16,hafta_ici,21.7,yok,1329,7,90,39.2,6,sehir_ici,kuru,yeterli,0,0.1101,0,normal_surec
16,hafta_ici,28.7,yok,999,10,70,21.6,3,sehir_ici,islak,yeterli,0,0.4262,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
1,hafta_ici,9.2,yok,1112,9,120,33.8,1,sehir_ici,kuru,yeterli,0,0.1843,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
1,hafta_sonu,16.3,yok,764,7,70,37.8,6,otoyol,kuru,yetersiz,0,0.6962,1,farlari_ac
21,hafta_ici,1.8,yok,779,5,70,27.6,5,sehir_ici,kuru,yeterli,0,0.3954,0,farlari_ac
22,hafta_ici,8.9,yok,1797,4,70,49.0,9,otoyol,islak,yetersiz,0,0.0838,0,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
4,hafta_ici,18.9,yok,1540,4,70,39.1,6,sehir_ici,kuru,yeterli,0,0.0415,0,farlari_ac
0,hafta_ici,-1.7,yok,979,10,90,26.8,5,sehir_ici,kuru,yeterli,0,0.3499,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
0,hafta_ici,8.6,yok,1459,8,120,41.2,1,sehir_ici,kuru,yeterli,0,0.0563,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
18,hafta_ici,5.7,hafif,818,10,110,44.6,1,kirsal,kuru,yeterli,1,0.6994,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
1,hafta_ici,16.4,yok,812,10,70,19.4,1,sehir_ici,kuru,yeterli,0,0.4222,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
20,hafta_ici,20.7,yok,782,10,70,18.5,7,sehir_ici,kuru,yeterli,0,0.5543,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
11,hafta_ici,22.4,yok,1200,10,90,34.6,6,kirsal,kuru,yetersiz,0,0.3942,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
5,hafta_ici,25.0,hafif,646,10,30,18.9,5,sehir_ici,kuru,yeterli,0,0.7919,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
22,hafta_ici,28.7,yok,879,1,110,76.2,4,sehir_ici,kuru,yeterli,0,0.2269,0,farlari_ac
3,hafta_ici,21.1,yok,1216,5,110,61.2,8,sehir_ici,kuru,yeterli,0,0.1496,1,farlari_ac;kavsakta_dikkat
22,hafta_ici,33.9,yok,567,2,110,74.6,8,sehir_ici,kuru,yetersiz,0,0.762,1,farlari_ac;kavsakta_dikkat
10,hafta_ici,16.2,hafif,620,9,70,21.6,5,sehir_ici,islak,yeterli,0,0.8581,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
23,hafta_ici,13.3,yok,628,7,90,43.5,4,otoyol,islak,yeterli,0,0.6911,0,farlari_ac;takip_mesafesini_artir
16,hafta_ici,21.1,yok,638,10,30,5.3,2,sehir_ici,karlı,yeterli,0,0.7771,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
5,hafta_sonu,12.8,yok,787,8,70,35.8,7,kirsal,kuru,yeterli,0,0.5076,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
23,hafta_ici,33.5,yok,1108,6,90,41.5,5,sehir_ici,kuru,yeterli,0,0.1859,0,farlari_ac
4,hafta_ici,26.3,hafif,478,9,120,59.7,3,otoyol,kuru,yeterli,0,0.8405,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
19,hafta_sonu,22.5,hafif,380,6,110,47.7,9,sehir_ici,kuru,yeterli,1,0.9277,1,farlari_ac;kavsakta_dikkat
1,hafta_ici,16.3,yok,1143,7,120,49.7,9,sehir_ici,kuru,yeterli,0,0.2282,0,farlari_ac;kavsakta_dikkat
5,hafta_ici,10.9,hafif,868,7,110,65.4,10,kirsal,kuru,yetersiz,0,0.8124,1,farlari_ac;kavsakta_dikkat
21,hafta_sonu,22.0,yok,1191,9,30,8.4,8,sehir_ici,kuru,yeterli,0,0.2191,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
10,hafta_sonu,3.7,yok,1540,8,90,38.5,1,sehir_ici,kuru,yetersiz,0,0.0996,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
15,hafta_ici,30.3,yok,1422,1,50,42.1,3,kirsal,kuru,yeterli,0,0.039,0,normal_surec
15,hafta_ici,13.2,yok,853,4,70,45.6,2,otoyol,kuru,yeterli,0,0.2764,0,normal_surec
0,hafta_ici,18.1,hafif,713,7,90,36.4,4,sehir_ici,kuru,yeterli,0,0.6607,1,farlari_ac
8,hafta_ici,5.9,yok,972,8,110,40.7,2,sehir_ici,kuru,yeterli,0,0.2672,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
5,hafta_ici,22.2,yok,1318,7,90,38.9,8,sehir_ici,karlı,yetersiz,0,0.4677,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
15,hafta_ici,10.5,yok,972,3,30,18.9,1,sehir_ici,kuru,yeterli,0,0.1725,0,normal_surec
2,hafta_ici,21.5,yok,763,4,50,26.0,4,sehir_ici,kuru,yeterli,0,0.3721,0,farlari_ac
19,hafta_ici,22.6,yok,1412,7,50,13.5,5,sehir_ici,islak,yetersiz,1,0.3503,1,farlari_ac;takip_mesafesini_artir
3,hafta_sonu,8.5,yok,1095,8,50,18.1,10,sehir_ici,kuru,yeterli,0,0.2934,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
18,hafta_ici,3.8,hafif,480,7,50,23.3,4,kirsal,kuru,yeterli,1,0.8756,1,normal_surec
2,hafta_ici,30.3,yok,850,6,90,42.4,8,sehir_ici,kuru,yeterli,0,0.415,1,farlari_ac;kavsakta_dikkat
18,hafta_ici,13.1,yok,799,9,110,30.4,2,sehir_ici,kuru,yeterli,1,0.5354,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
19,hafta_ici,17.2,siddetli,174,9,70,24.8,9,sehir_ici,kuru,yeterli,1,0.9854,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
6,hafta_ici,19.9,hafif,514,7,90,59.6,2,otoyol,kuru,yeterli,0,0.7822,1,normal_surec
19,hafta_ici,2.5,yok,1111,8,70,22.5,2,sehir_ici,kuru,yeterli,1,0.2559,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
8,hafta_ici,19.6,hafif,611,6,120,69.7,2,kirsal,islak,yeterli,0,0.7934,1,takip_mesafesini_artir
0,hafta_ici,16.0,yok,868,1,70,54.7,10,sehir_ici,kuru,yeterli,0,0.3222,0,farlari_ac;kavsakta_dikkat
7,hafta_ici,8.6,yok,1448,1,110,113.3,8,kirsal,kuru,yeterli,0,0.0518,0,hizini_dusur;kavsakta_dikkat
6,hafta_ici,3.4,yok,396,6,120,49.8,3,sehir_ici,kuru,yeterli,0,0.7124,1,normal_surec
17,hafta_ici,21.1,siddetli,272,2,110,71.4,10,sehir_ici,kuru,yeterli,1,0.9623,1,hizini_azalt;sis_farlarini_ac;kavsakta_dikkat
7,hafta_ici,26.3,yok,957,8,50,21.1,10,sehir_ici,islak,yeterli,0,0.5392,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
0,resmi_tatil,16.8,yok,708,1,90,61.7,8,sehir_ici,kuru,yeterli,0,0.4174,1,farlari_ac;kavsakta_dikkat
10,hafta_ici,0.7,yok,1109,2,50,23.9,7,sehir_ici,islak,yeterli,0,0.2265,0,takip_mesafesini_artir
17,hafta_ici,4.4,hafif,560,8,30,5.0,10,sehir_ici,kuru,yeterli,1,0.8955,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
22,hafta_ici,10.7,yok,1374,6,50,17.0,4,sehir_ici,islak,yeterli,0,0.121,0,farlari_ac;takip_mesafesini_artir
9,hafta_ici,30.6,yok,1260,10,120,28.4,7,sehir_ici,kuru,yeterli,0,0.1842,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
2,resmi_tatil,12.5,yok,1571,2,120,78.8,8,sehir_ici,kuru,yetersiz,0,0.0821,0,farlari_ac;kavsakta_dikkat
6,hafta_ici,10.3,hafif,513,2,70,51.2,6,sehir_ici,islak,yeterli,0,0.8291,0,takip_mesafesini_artir
15,hafta_sonu,-1.7,siddetli,354,7,90,44.5,6,otoyol,islak,yeterli,0,0.963,1,hizini_azalt;takip_mesafesini_artir
15,hafta_ici,8.4,yok,650,5,120,79.7,3,otoyol,kuru,yetersiz,0,0.6964,0,farlari_ac
19,hafta_ici,2.7,yok,966,5,90,40.7,5,sehir_ici,karlı,yeterli,1,0.5634,0,farlari_ac;takip_mesafesini_artir
16,hafta_ici,5.0,hafif,516,8,70,27.6,10,sehir_ici,kuru,yeterli,0,0.8699,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
1,hafta_sonu,16.2,yok,1180,7,90,33.7,2,sehir_ici,kuru,yeterli,0,0.1352,1,farlari_ac
0,hafta_ici,11.0,hafif,704,9,110,30.9,5,sehir_ici,kuru,yeterli,0,0.7234,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
15,hafta_ici,32.0,hafif,437,4,90,60.4,5,otoyol,kuru,yeterli,0,0.8096,1,normal_surec
11,resmi_tatil,25.8,yok,1197,10,110,48.6,7,otoyol,karlı,yeterli,0,0.4164,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
4,hafta_ici,8.9,yok,885,4,70,50.1,4,sehir_ici,kuru,yeterli,0,0.2844,1,farlari_ac
4,hafta_ici,5.8,yok,754,2,70,46.2,6,sehir_ici,kuru,yetersiz,0,0.5872,0,farlari_ac
22,hafta_ici,28.8,yok,996,3,70,49.9,9,sehir_ici,kuru,yetersiz,0,0.4553,0,farlari_ac;kavsakta_dikkat
8,resmi_tatil,31.6,yok,556,1,50,44.7,4,kirsal,kuru,yeterli,0,0.49,0,normal_surec
8,hafta_ici,-6.9,yok,1279,1,90,63.0,6,sehir_ici,kuru,yeterli,0,0.0754,0,normal_surec
2,hafta_sonu,15.9,yok,983,7,50,24.3,9,sehir_ici,kuru,yeterli,0,0.3461,0,farlari_ac;kavsakta_dikkat
18,hafta_sonu,12.5,yok,989,5,110,52.7,10,sehir_ici,kuru,yeterli,1,0.4119,0,kavsakta_dikkat
15,hafta_ici,21.5,yok,973,3,70,41.7,1,sehir_ici,kuru,yeterli,0,0.1711,0,normal_surec
15,hafta_ici,34.4,yok,1494,7,110,44.8,8,sehir_ici,kuru,yeterli,0,0.0731,0,kavsakta_dikkat
2,hafta_ici,10.2,hafif,873,2,120,108.6,1,kirsal,kuru,yeterli,0,0.3632,1,farlari_ac;hizini_dusur
19,hafta_ici,-5.6,yok,1405,3,110,90.9,4,kirsal,kuru,yeterli,1,0.082,0,farlari_ac
23,hafta_sonu,20.8,hafif,584,1,120,110.4,3,otoyol,kuru,yeterli,0,0.6238,0,farlari_ac;hizini_dusur
21,hafta_sonu,28.9,yok,665,8,90,32.1,4,sehir_ici,kuru,yeterli,0,0.5557,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
23,hafta_ici,12.0,yok,995,2,50,38.2,7,sehir_ici,kuru,yeterli,0,0.2132,0,farlari_ac
0,hafta_ici,7.9,hafif,656,7,120,53.1,9,sehir_ici,kuru,yeterli,0,0.7742,1,farlari_ac;kavsakta_dikkat
23,hafta_ici,10.6,yok,1243,9,110,51.1,9,otoyol,kuru,yeterli,0,0.2056,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
19,hafta_ici,23.5,yok,1093,6,110,62.6,10,sehir_ici,buzlu,yetersiz,1,0.835,1,farlari_ac;takip_mesafesini_artir;kavsakta_dikkat
10,hafta_ici,10.5,yok,692,2,90,53.1,1,sehir_ici,kuru,yeterli,0,0.3351,1,normal_surec
16,hafta_ici,18.3,yok,839,2,90,62.3,10,sehir_ici,kuru,yeterli,0,0.366,0,kavsakta_dikkat
7,hafta_ici,15.3,yok,812,9,30,10.1,1,sehir_ici,kuru,yeterli,0,0.3989,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,14.2,yok,1161,10,110,32.5,9,sehir_ici,kuru,yeterli,0,0.2723,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
5,hafta_ici,22.0,yok,1169,8,50,19.6,4,sehir_ici,islak,yeterli,0,0.2631,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
7,hafta_ici,10.2,yok,1208,9,70,19.4,3,sehir_ici,karlı,yeterli,0,0.3105,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
19,hafta_ici,10.7,yok,1090,4,90,45.2,9,sehir_ici,kuru,yeterli,1,0.2912,0,farlari_ac;kavsakta_dikkat
2,hafta_sonu,23.0,yok,382,4,90,50.4,5,sehir_ici,kuru,yeterli,0,0.7133,0,farlari_ac
15,hafta_ici,5.1,yok,482,2,30,22.7,6,kirsal,islak,yeterli,0,0.7275,1,takip_mesafesini_artir
2,hafta_sonu,6.2,yok,957,10,110,40.0,1,kirsal,kuru,yeterli,0,0.3069,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
17,hafta_sonu,2.4,siddetli,257,1,110,81.0,1,sehir_ici,islak,yeterli,1,0.9567,1,hizini_azalt;sis_farlarini_ac;takip_mesafesini_artir
13,hafta_ici,23.5,yok,1376,10,90,19.1,7,sehir_ici,islak,yeterli,0,0.2023,0,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir"
17,hafta_sonu,13.9,yok,1023,4,90,49.4,10,sehir_ici,kuru,yeterli,1,0.3609,0,kavsakta_dikkat
1,hafta_ici,1.9,yok,707,10,120,38.9,8,sehir_ici,karlı,yeterli,0,0.811,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
21,hafta_ici,23.5,hafif,719,10,50,11.5,8,sehir_ici,buzlu,yeterli,0,0.9278,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir;kavsakta_dikkat"
2,hafta_ici,9.4,yok,994,8,110,63.1,7,otoyol,karlı,yeterli,0,0.5485,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
15,hafta_ici,6.3,siddetli,219,2,50,24.9,9,sehir_ici,kuru,yeterli,0,0.9472,0,hizini_azalt;sis_farlarini_ac;kavsakta_dikkat
8,hafta_ici,13.0,yok,515,8,70,44.6,1,otoyol,kuru,yeterli,0,0.6443,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
3,hafta_ici,29.8,yok,1025,1,90,85.6,2,otoyol,kuru,yeterli,0,0.1368,0,farlari_ac;hizini_dusur
0,hafta_ici,11.1,hafif,641,1,110,70.4,3,sehir_ici,kuru,yetersiz,0,0.7582,1,farlari_ac
3,hafta_ici,20.8,yok,701,4,30,27.0,5,kirsal,kuru,yeterli,0,0.4592,0,farlari_ac
0,hafta_ici,22.3,yok,1223,7,70,31.6,4,sehir_ici,kuru,yeterli,0,0.1356,1,farlari_ac
13,hafta_sonu,19.4,hafif,717,9,90,36.3,4,sehir_ici,kuru,yeterli,0,0.7038,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
20,hafta_ici,27.7,hafif,608,5,90,38.5,8,sehir_ici,kuru,yeterli,0,0.7532,1,farlari_ac;kavsakta_dikkat
15,hafta_ici,7.9,yok,1003,2,90,74.3,8,kirsal,kuru,yeterli,0,0.2224,0,kavsakta_dikkat
19,hafta_sonu,4.6,yok,1283,7,70,33.3,7,sehir_ici,kuru,yetersiz,1,0.3744,1,farlari_ac
23,hafta_ici,4.4,hafif,666,2,90,71.5,1,sehir_ici,kuru,yeterli,0,0.5388,0,farlari_ac
7,hafta_ici,13.6,yok,789,9,50,19.2,10,sehir_ici,kuru,yeterli,0,0.5796,1,"saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
6,hafta_ici,5.5,hafif,564,9,50,20.0,4,sehir_ici,kuru,yeterli,0,0.8037,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
2,hafta_ici,16.5,yok,1167,3,90,70.3,1,otoyol,karlı,yeterli,0,0.2066,1,farlari_ac;takip_mesafesini_artir
16,resmi_tatil,15.8,yok,390,8,90,44.7,5,otoyol,kuru,yeterli,0,0.7856,1,"saglam_sabit_hareket,serit_degisiminden_kacin"
0,hafta_ici,25.2,siddetli,180,4,50,24.9,3,sehir_ici,kuru,yeterli,0,0.9433,1,hizini_azalt;sis_farlarini_ac;farlari_ac
15,hafta_sonu,17.9,yok,1204,3,50,32.8,3,sehir_ici,islak,yeterli,0,0.1528,0,takip_mesafesini_artir
11,hafta_ici,10.8,yok,1362,1,90,67.6,4,sehir_ici,islak,yetersiz,0,0.1808,0,farlari_ac;takip_mesafesini_artir
18,hafta_ici,19.1,yok,1306,5,70,49.7,2,otoyol,kuru,yeterli,1,0.1179,0,normal_surec
21,hafta_ici,4.7,yok,1267,4,70,43.2,7,sehir_ici,islak,yeterli,0,0.1747,0,farlari_ac;takip_mesafesini_artir
22,hafta_ici,14.6,yok,1038,1,70,48.9,4,sehir_ici,islak,yeterli,0,0.2215,1,farlari_ac;takip_mesafesini_artir
21,hafta_ici,18.2,hafif,414,10,50,25.6,5,otoyol,kuru,yeterli,0,0.8949,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
13,hafta_sonu,16.3,yok,941,8,30,6.9,2,sehir_ici,kuru,yeterli,0,0.2842,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
5,hafta_sonu,19.2,yok,402,8,110,62.8,6,otoyol,kuru,yeterli,0,0.7926,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
5,hafta_ici,8.6,hafif,834,8,110,37.5,9,sehir_ici,kuru,yeterli,0,0.6654,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
12,resmi_tatil,26.5,yok,754,3,90,54.7,8,sehir_ici,kuru,yeterli,0,0.4262,0,kavsakta_dikkat
18,hafta_sonu,33.2,yok,839,6,90,36.0,8,sehir_ici,islak,yeterli,1,0.6597,1,takip_mesafesini_artir;kavsakta_dikkat
21,hafta_ici,-1.0,yok,1317,7,110,65.2,2,otoyol,kuru,yeterli,0,0.0908,0,farlari_ac
7,hafta_ici,2.8,siddetli,128,9,120,39.9,4,sehir_ici,kuru,yeterli,0,0.9727,1,"hizini_azalt;sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin"
1,hafta_ici,15.4,yok,643,5,90,49.9,8,sehir_ici,kuru,yeterli,0,0.5748,0,farlari_ac;kavsakta_dikkat
20,hafta_ici,12.4,yok,1080,9,70,14.2,1,sehir_ici,kuru,yeterli,0,0.1998,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
0,hafta_ici,34.0,yok,1156,6,90,42.7,8,sehir_ici,kuru,yeterli,0,0.1928,0,farlari_ac;kavsakta_dikkat
14,hafta_ici,17.2,yok,978,10,70,28.6,3,otoyol,kuru,yeterli,0,0.3233,0,"saglam_sabit_hareket,serit_degisiminden_kacin"
0,hafta_sonu,28.9,yok,988,10,90,20.3,8,sehir_ici,kuru,yeterli,0,0.3891,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
4,hafta_ici,-5.5,yok,1380,10,90,27.9,6,sehir_ici,islak,yeterli,0,0.1916,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
15,hafta_ici,23.1,yok,1190,4,110,50.1,7,sehir_ici,kuru,yeterli,0,0.1369,0,normal_surec
18,hafta_sonu,7.8,siddetli,287,1,90,62.4,2,sehir_ici,kuru,yeterli,1,0.9255,1,hizini_azalt;sis_farlarini_ac
3,hafta_sonu,7.7,yok,1232,1,50,42.1,1,sehir_ici,kuru,yeterli,0,0.0648,0,farlari_ac
2,hafta_ici,12.5,yok,909,10,50,13.3,6,sehir_ici,kuru,yeterli,0,0.4243,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_sonu,0.8,yok,1651,5,70,32.3,3,sehir_ici,kuru,yeterli,0,0.0251,0,normal_surec
16,hafta_ici,19.4,yok,307,3,30,17.9,4,sehir_ici,kuru,yeterli,0,0.7324,1,normal_surec
11,hafta_ici,16.9,yok,1437,5,70,49.3,9,otoyol,kuru,yeterli,0,0.0812,1,kavsakta_dikkat
13,hafta_ici,17.7,yok,1270,5,70,40.4,3,sehir_ici,kuru,yetersiz,0,0.199,0,farlari_ac
20,hafta_ici,23.9,yok,1074,1,70,49.6,2,sehir_ici,kuru,yeterli,0,0.1131,0,farlari_ac
5,hafta_ici,30.1,hafif,614,8,120,48.6,2,sehir_ici,kuru,yeterli,0,0.7278,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
2,hafta_ici,11.4,yok,953,5,70,36.4,2,sehir_ici,karlı,yeterli,0,0.4145,0,farlari_ac;takip_mesafesini_artir
8,hafta_ici,19.8,yok,1331,5,70,32.2,6,sehir_ici,kuru,yeterli,0,0.0906,0,normal_surec
4,hafta_ici,17.9,yok,988,9,50,15.2,2,kirsal,islak,yeterli,0,0.3924,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;takip_mesafesini_artir"
23,hafta_ici,18.8,yok,781,8,90,35.5,7,sehir_ici,kuru,yeterli,0,0.5078,0,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
16,hafta_sonu,18.9,yok,1270,1,50,22.6,7,sehir_ici,kuru,yeterli,0,0.0797,0,normal_surec
13,hafta_ici,30.9,yok,1475,3,90,45.8,7,sehir_ici,kuru,yeterli,0,0.0496,1,normal_surec
20,hafta_ici,10.4,yok,421,7,50,14.0,2,sehir_ici,islak,yeterli,0,0.7963,1,farlari_ac;takip_mesafesini_artir
2,hafta_ici,-0.3,hafif,1024,1,90,89.1,7,kirsal,kuru,yeterli,0,0.3179,1,farlari_ac;hizini_dusur
0,hafta_ici,8.0,yok,688,1,110,69.6,10,sehir_ici,kuru,yeterli,0,0.4677,1,farlari_ac;kavsakta_dikkat
19,hafta_ici,22.6,yok,711,5,30,23.3,8,kirsal,kuru,yeterli,1,0.6328,0,farlari_ac;kavsakta_dikkat
20,hafta_sonu,15.2,yok,626,9,70,17.7,8,sehir_ici,kuru,yeterli,0,0.676,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac;kavsakta_dikkat"
22,hafta_ici,10.3,yok,1000,6,90,56.3,2,otoyol,islak,yeterli,0,0.3224,0,farlari_ac;takip_mesafesini_artir
0,hafta_ici,4.2,yok,616,10,110,30.5,5,sehir_ici,kuru,yeterli,0,0.6612,1,"saglam_sabit_hareket,serit_degisiminden_kacin;farlari_ac"
2,hafta_ici,17.2,hafif,391,2,90,58.0,6,sehir_ici,kuru,yeterli,0,0.8121,1,farlari_ac
17,hafta_ici,21.4,yok,793,9,90,26.2,9,sehir_ici,islak,yeterli,1,0.7682,1,"saglam_sabit_hareket,serit_degisiminden_kacin;takip_mesafesini_artir;kavsakta_dikkat"
9,hafta_ici,18.1,siddetli,260,6,110,61.8,6,kirsal,kuru,yetersiz,0,0.9793,1,hizini_azalt;sis_farlarini_ac;farlari_ac
21,hafta_ici,12.5,hafif,642,5,90,46.3,10,sehir_ici,kuru,yeterli,0,0.7599,1,farlari_ac;kavsakta_dikkat
2,hafta_ici,16.5,yok,1372,5,70,38.7,6,sehir_ici,islak,yetersiz,0,0.2666,0,farlari_ac;takip_mesafesini_artir
7,hafta_ici,16.4,yok,1365,3,50,33.7,10,sehir_ici,kuru,yeterli,0,0.0896,0,kavsakta_dikkat
13,hafta_ici,16.9,yok,1307,6,110,51.7,10,sehir_ici,kuru,yeterli,0,0.1385,0,kavsakta_dikkat
23,hafta_ici,3.2,yok,921,4,110,84.9,6,otoyol,kuru,yeterli,0,0.2894,1,farlari_ac
17,hafta_sonu,17.0,hafif,268,10,120,41.7,9,kirsal,kuru,yeterli,1,0.9665,1,"sis_farlarini_ac;saglam_sabit_hareket,serit_degisiminden_kacin;kavsakta_dikkat"
14,hafta_sonu,10.6,yok,441,2,120,80.6,10,sehir_ici,kuru,yetersiz,0,0.8524,1,farlari_ac;kavsakta_dikkat
